,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
250,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,129863,BETHESDA MEMORIAL HOSPITAL,2815 S SEACREST BLVD,BOYNTON BEACH,TX,33450,FL - Fort Lauderdale,34,37958.7,5959.75,5259.48
251,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,155719,GALICHIA HEART HOSPITAL LLC,2610 N WOODLAWN,WICHITA,KS,57784,KS - Wichita,16,17136.32,5827.24,4621.12
252,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,468584,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,TX,72857,TX - Houston,14,27451.73,7374.61,4946.31
253,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,135834,EXETER HOSPITAL INC,5 ALUMNI DRIVE,COLUMBIA,PA,35941,NH - Manchester,28,19189.52,6214.31,4735.79
254,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,441003,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,MO,61159,MO - St. Louis,11,28473.95,5336.74,4769.15
255,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,284561,ST JOSEPH MEDICAL CENTER,969 LAKELAND DR,JACKSON,OH,43085,OH - Columbus,25,28670.05,5431.55,5220.38
256,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,308897,BRYANLGH MEDICAL CENTER,1900 ELECTRIC ROAD,LINCOLN,MO,42519,MO - St. Louis,14,19766.03,5612.33,5475.82
257,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,325136,ST LUKES HOSPITAL,1240 HUFFMAN MILL RD PO BOX 202,BURLINGTON,LA,17477,PA - Pittsburgh,13,16338.19,5960.11,4812.3
258,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,137948,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,35518,FL - Orlando,21,22092.67,5460.24,4467.47
259,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,464205,GOOD SAMARITAN HOSPITAL,3100 CHANNING WAY,PORTLAND,IL,67606,NM - Albuquerque,18,39079.99,6997.91,5409.9
260,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,524182,GOOD SAMARITAN HOSPITAL,1220 MISSOURI AVE,COLUMBUS,IL,62566,IL - Springfield,17,22598.58,6787.09,4410.64
261,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,264589,ST ALEXIUS MEDICAL CENTER,2800 10TH AVE N,SAGINAW,MI,65117,MI - Saginaw,17,14640.38,6316.89,4438.16
262,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10001,UNITED REGIONAL HEALTH CARE SYSTEM,16655 SOUTHWEST FREEWAY,HOUSTON,TX,82767,TX - Houston,17,38902.76,7326.19,5640.29
263,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,209133,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,79688,MI - Royal Oak,15,17302.21,6593.77,5041.67
264,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,522130,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,OKLAHOMA CITY,WI,65923,MO - St. Louis,17,20140.91,5797.4,4588.14
265,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,61138,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,HOUSTON,CA,90376,CA - Contra Costa County,16,53150.09,8337.66,4853.83
266,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,444244,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,COLUMBIA,MO,52034,MO - St. Louis,14,18213.13,5399.77,4505.08
267,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90575,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,ANDERSON,IN,49032,IN - Gary,26,36477.22,6403.53,4830.13
268,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,83496,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,100O EAST MOUNTAIN BOULEVARD,CONWAY,AR,44516,AR - Little Rock,15,25293.96,6202.22,4344.7
269,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,184945,MERCY REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,OH,82562,IN - South Bend,20,28619.18,6078.37,5013.93
270,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,441077,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,HOUSTON,TX,67548,TX - Houston,16,24729.9,6738.57,4797.01
271,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,312851,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7145,NJ - New Brunswick,16,43408.2,6932.43,6950.52
272,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,92493,GOOD SAMARITAN HOSPITAL,333 N SANTA ROSA STREET,HOUSTON,TX,87925,TX - San Antonio,14,28663.45,5763.55,4263.24
273,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,429277,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,SAN ANTONIO,TX,89678,TX - Houston,17,24618.84,7749.95,4915.97
274,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,86920,BAPTIST MEDICAL CENTER,619 SOUTH 19TH STREET,AMARILLO,TX,32177,TX - Amarillo,54,47841.44,6039.23,4901.44
275,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,448276,GOOD SAMARITAN HOSPITAL,1201 S MAIN ST,PLANO,TX,76908,TX - Dallas,16,24270.37,6259.88,4367.78
276,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,373092,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,OR,60764,MN - Minneapolis,32,19019.13,7560.4,5673.37
277,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,89443,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,COLUMBIA,IN,34345,OH - Cleveland,16,23945.84,5874.59,4253.62
278,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,477830,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,OH,62544,OH - Columbus,14,23323.48,6060.05,4992.85
279,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,350034,SACRED HEART HOSPITAL,250 SOUTH 21ST STREET,LEBANON,LA,33607,TN - Memphis,18,37871.84,6839.52,4971.12
280,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,223971,NEBRASKA HEART HOSPITAL,7500 SOUTH 91ST ST,SOUTH CHARLESTO,MO,43059,NE - Lincoln,18,8465.08,6046.11,4565.85
281,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,460945,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,HICKORY,PA,31230,SC - Charleston,13,16527.24,6152.67,3987.2
282,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,251117,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,ND,14962,MO - Joplin,28,16996.01,5962.42,5160.35
283,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,194722,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,INDIANAPOLIS,IN,40628,IN - Indianapolis,20,24437.11,5297.52,4942.16
284,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,30114,FLAGSTAFF MEDICAL CENTER,3330 LOMITA BLVD,FLAGSTAFF,CA,72779,CA - Los Angeles,16,38983.22,7636.71,7300.4
285,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,407862,GRANDVIEW HOSPITAL & MEDICAL CENTER,ONE WYOMING STREET,DAYTON,TX,61446,OH - Dayton,24,35563.68,7095.48,4672.32
286,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,239035,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,OMAHA,MI,44354,NE - Omaha,14,13493.97,6375.98,5329.89
287,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,248860,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,PA,67893,IL - Blue Island,15,17489.45,7280.7,5025.21
288,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,515007,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,SPRINGFIELD,WI,23436,WI - Milwaukee,28,17699.0,6327.07,4570.2
289,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,453771,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,71198,TX - Houston,14,31405.22,6784.14,4297.64
290,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,50438,PORTER VALPARAISO HOSPITAL,814 LAPORTE AVE,DAYTON,TX,88658,TX - Dallas,15,22236.39,6413.38,5807.51
291,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,243974,GOOD SAMARITAN HOSPITAL,500 SW RAMSEY AVENUE,ALEXANDRIA,OR,88875,MN - Minneapolis,15,19429.47,6910.45,5129.82
292,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,483610,WESLEY MEDICAL CENTER,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",CHARLESTON,TX,60892,SC - Charleston,15,14607.14,6261.73,4255.63
293,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,285446,MERCY REGIONAL MEDICAL CENTER,1044 BELMONT AVENUE,YOUNGSTOWN,OH,49742,TN - Nashville,22,26740.84,5424.1,4465.19
294,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,502376,ST JOSEPH MEDICAL CENTER,900 W CLAIREMONT AVE,SPRINGFIELD,OR,48271,MN - Minneapolis,13,29496.72,6157.41,5007.44
295,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,260550,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",COLUMBIA,MO,31029,MO - St. Louis,19,18883.66,5630.59,4957.04
296,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,192798,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  PO BOX 5039,SIOUX FALLS,SD,64933,SD - Sioux Falls,29,20034.04,7410.82,4296.76
297,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,233695,ST FRANCIS MEDICAL CENTER,6000 HOSPITAL DR,LEBANON,MO,40702,MO - St. Louis,13,22179.53,7413.47,5277.87
298,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,390749,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,COLUMBIA,PA,16493,MO - Springfield,15,17060.98,6289.52,4186.39
299,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,47328,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,FAYETTEVILLE,FL,22451,FL - Fort Myers,24,32928.44,5810.97,4667.0
300,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,189251,FREDERICK MEMORIAL HOSPITAL,400 WEST SEVENTH ST,BURLINGTON,MI,30507,DC - Washington,16,17428.39,6635.82,4338.77
301,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420712,CARLISLE REGIONAL MEDICAL CENTER,361 ALEXANDER SPRING ROAD,SIOUX FALLS,KY,27776,TX - San Antonio,21,16958.66,6453.97,5233.18
302,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,95397,BAPTIST HOSPITAL EAST,4000 KRESGE WAY,LEESBURG,KY,36873,IN - Evansville,18,17989.07,5673.55,4568.21
303,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,69413,STANFORD HOSPITAL,300 PASTEUR DRIVE,STANFORD,CA,85844,CA - Los Angeles,17,59866.43,8608.08,8400.94
304,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,336893,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,NJ,16938,NJ - Camden,15,30094.48,7097.13,5324.03
305,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,429850,MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,JOHNSON CITY,OH,18333,OH - Cleveland,15,24813.51,6728.31,4498.48
306,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,216706,HOLY FAMILY HOSPITAL,70 EAST STREET,ALBANY,MT,34975,NY - Albany,15,22727.33,6967.46,4874.05
307,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,432974,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,MINERAL WELLS,TX,87405,TX - Dallas,17,25395.73,5891.1,4481.92
308,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,225124,ST LUKES HOSPITAL,501 SUMMIT,RALEIGH,MI,16108,NC - Raleigh,14,18952.72,6903.84,4696.6
309,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,122470,UNIVERSITY HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,42046,FL - Pensacola,51,32840.52,6392.41,4856.66
310,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,353424,ST LUKES HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,OH,15393,NC - Raleigh,16,13859.56,5627.45,4278.58
311,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,184988,SANFORD USD MEDICAL CENTER,933 EAST PIERCE STREET,CONCORD,KY,34625,PA - Pittsburgh,16,15767.21,6886.89,5011.53
312,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,480212,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,SPOKANE,WA,96740,WA - Spokane,11,24996.31,7014.07,5037.2
313,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,311788,"MERCY HEALTH PARTNERS, MERCY CAMPUS",1500 E SHERMAN BOULEVARD,MUSKEGON,MD,8808,MD - Baltimore,12,15539.72,7602.38,4965.24
314,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,404627,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,39258,IN - South Bend,24,25469.92,6598.01,4465.29
315,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,224744,PORTNEUF MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,MO,64810,ID - Boise,22,19197.28,6091.98,5470.47
316,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,464320,MERCY REGIONAL MEDICAL CENTER,18101 LORAIN AVENUE,JACKSON,OH,70824,TN - Nashville,24,24582.32,6662.93,4448.89
317,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,227880,WESLEY MEDICAL CENTER,801 POLE LINE ROAD WEST,ALBANY,MO,65239,MO - St. Louis,11,22062.81,5698.64,4775.36
318,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,102707,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,32532,TN - Knoxville,14,27029.95,5947.23,4130.22
319,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,464301,STORMONT-VAIL HEALTHCARE,814 LAPORTE AVE,NEWBURGH,TX,72989,TX - Fort Worth,16,31260.9,6012.04,4394.34
320,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,493736,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,HAMPTON,MO,67169,MO - Kansas City,17,30204.48,6188.21,4633.76
321,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,449527,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,OH,47180,OH - Dayton,16,32119.45,6099.25,4880.15
322,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,203396,ST JOSEPH MEDICAL CENTER,601 W SECOND ST,CLEVELAND,OH,34708,TX - Dallas,20,24893.56,6294.38,4283.48
323,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,80495,HEARTLAND REGIONAL MEDICAL CENTER,1200 PLEASANT STREET,INDIANAPOLIS,IN,36015,IN - Indianapolis,28,32385.11,6798.57,4958.1
324,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,221980,ST JOHN'S REGIONAL MEDICAL CENTER,2817 ST JOHNS BLVD,JOPLIN,MO,45440,MO - Joplin,16,14848.19,5922.43,5117.31
325,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,424497,ST JOSEPH MEDICAL CENTER,4500 13TH ST-P O BOX 1810,DECATUR,OH,84520,GA - Atlanta,18,27668.82,5950.81,4864.07
326,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,449641,AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC,401 EAST 20TH STREET,GREENVILLE,IN,71604,IA - Des Moines,24,19954.78,6652.47,4828.11
327,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,398344,GOOD SAMARITAN HOSPITAL,1701 N SENATE BLVD,CONCORD,IL,80525,IN - South Bend,21,34124.6,7814.91,4650.15
328,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,168133,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,1199,MA - Boston,15,17976.45,8993.27,7435.82
329,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,449450,CHRISTUS SANTA ROSA HOSPITAL,333 N SANTA ROSA STREET,CONCORD,TX,88308,TX - San Antonio,12,16445.38,7713.68,4941.36
330,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,350018,UNIVERSITY OF KENTUCKY HOSPITAL,HOSPITAL ADMINISTRATION,CONCORD,TX,74341,IL - Blue Island,23,28274.35,6872.77,5252.2
331,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,336232,SACRED HEART HOSPITAL,250 SOUTH 21ST STREET,CONCORD,SC,23497,NC - Charlotte,19,26585.36,7035.75,5384.32
332,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,352983,ST FRANCIS MEDICAL CENTER,250 SOUTH 21ST STREET,BRIDGEPORT,PA,13638,PA - Philadelphia,24,21373.12,7006.3,4648.51
333,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,229015,MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET BOX 8673,MANKATO,MI,19226,MN - Minneapolis,19,26768.63,6535.16,5870.27
334,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,168659,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,ATLANTA,IN,40736,GA - Atlanta,43,18642.33,5347.85,4437.29
335,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,237831,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,MI,25915,NC - Raleigh,17,21828.84,6060.7,4519.9
336,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,495582,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,INDIANAPOLIS,IN,33337,TX - Dallas,29,28954.54,5598.84,4659.19
337,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,457804,GOOD SAMARITAN HOSPITAL,3701 DOTY ROAD,ROCKFORD,IL,43723,OH - Columbus,39,39486.48,7324.9,4757.08
338,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,74042,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,40023,FL - Tampa,14,59314.11,7122.41,4859.14
339,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,119107,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,COLUMBUS,IL,41517,GA - Atlanta,48,24505.34,6087.8,4733.6
340,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,407115,HOUSTON NORTHWEST MEDICAL CENTER,710 FM 1960 WEST,HOUSTON,TX,69343,NV - Reno,17,31905.51,7113.12,4901.65
341,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,210402,FAIRFIELD MEDICAL CENTER,1000 HARRINGTON BLVD,ALEXANDRIA,MO,38757,MO - St. Louis,33,14961.34,6147.05,4798.37
342,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,475871,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,OH,54514,MO - Kansas City,13,16937.1,6283.36,4848.02
343,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,453909,GOOD SAMARITAN REGIONAL HLTH CENTER,605 N 12TH STREET,MOUNT VERNON,OH,59558,MO - St. Louis,13,31187.49,5813.2,4211.0
344,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,354747,ST LUKES HOSPITAL,"890 OAK STREET, SE",ALEXANDRIA,OH,61868,OR - Medford,14,25006.26,7090.66,4899.14
345,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,232144,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,BURLINGTON,NY,8461,MA - Boston,16,13665.47,6587.7,6486.25
346,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,466882,HEARTLAND REGIONAL MEDICAL CENTER,1201 S MAIN ST,HOUSTON,TX,59286,TX - Dallas,14,29933.48,6665.07,4918.91
347,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,201208,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,8105,MO - St. Louis,11,15972.53,5965.88,4828.53
348,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,375241,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,77961,GA - Atlanta,28,26806.61,6431.37,5349.6
349,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,185061,WESLEY MEDICAL CENTER,550 N HILLSIDE ST,COLUMBIA,LA,19953,SC - Charleston,40,16112.96,5975.6,5196.19
350,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,426059,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,81638,TX - Austin,15,28804.11,6352.86,4563.21
351,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,354052,ST JOSEPH HOSPITAL,250 SOUTH 21ST STREET,LANCASTER,TX,85984,TX - Houston,14,32277.07,5895.53,5191.64
352,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,425221,ENLOE MEDICAL CENTER,8200 WALNUT HILL LANE,DALLAS,TX,93149,TX - Fort Worth,17,24554.46,7234.93,6701.32
353,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,167317,SACRED HEART HOSPITAL,2200 E WASHINGTON,PEORIA,IL,53436,TN - Memphis,14,28246.8,6345.28,5031.51
354,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,198592,WESLEY MEDICAL CENTER,4500 13TH ST-P O BOX 1810,TULSA,OK,25428,OK - Tulsa,38,19181.35,6107.63,4447.83
355,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,497336,INGALLS MEMORIAL HOSPITAL,700 WEST AVE S,HARVEY,OH,65463,OH - Columbus,12,26047.0,7073.71,4890.43
356,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,100502,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,ODESSA,CA,99508,TX - Odessa,13,28616.93,7280.33,7844.72
357,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490393,VIRGINIA HOSPITAL CENTER - ARLINGTON,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,21532,VA - Arlington,15,18945.11,5733.91,5071.52
358,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,466247,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,LAFAYETTE,OH,50757,IN - Indianapolis,15,19315.78,5744.58,4189.88
359,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,426592,RIVER REGION HEALTH SYSTEM,2100 HWY 61 N,VICKSBURG,CO,85547,NV - Reno,20,31216.84,6410.1,4894.84
360,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,237824,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,14165,NY - East Long Island,18,26413.66,7309.95,6602.81
361,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,238178,SLIDELL MEMORIAL HOSPITAL AND MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,OH,45440,TN - Nashville,19,27823.39,5428.3,4879.83
362,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,471443,MERCY REGIONAL MEDICAL CENTER,1044 BELMONT AVENUE,MOUNT CLEMENS,OH,59269,MO - St. Louis,14,21661.78,5712.71,4702.44
363,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,21275,JOHNSON CITY MEDICAL CENTER,101 SIVLEY RD,FAYETTEVILLE,FL,39834,AL - Huntsville,39,27124.28,6324.19,4666.21
364,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,319486,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6018,CT - Hartford,11,21299.71,6654.7,5435.49
365,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,467914,ST JOSEPH MEDICAL CENTER,1602 SKIPWITH ROAD,RICHMOND,WI,53805,MO - Kansas City,13,18085.46,6249.25,4123.77
366,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,111630,ST VINCENT'S MEDICAL CENTER,1000 36TH ST,FAYETTEVILLE,FL,36518,FL - Orlando,25,28743.74,6093.83,4530.11
367,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,468171,GOOD SAMARITAN HOSPITAL,HOSPITAL ADMINISTRATION,CONCORD,IL,74288,IL - Blue Island,20,25896.61,7409.77,5430.03
368,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,188326,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,TOWN AND COUNTR,IN,29159,LA - Houma,23,17715.95,5592.84,4754.54
369,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,193789,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  PO BOX 5039,SIOUX FALLS,SD,31674,SD - Sioux Falls,14,21863.37,6510.19,4993.65
370,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,385398,UNIVERSITY OF TN MEMORIAL HOSPITAL,1924 ALCOA HIGHWAY,INDIANAPOLIS,OH,62773,IN - South Bend,25,13974.67,6251.19,5112.05
371,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,435996,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,POCATELLO,OH,62317,TX - Dallas,15,35884.31,6766.89,5131.8
372,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,290456,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,SPRINGFIELD,MO,77228,MO - St. Louis,33,24783.18,5639.41,4696.43
373,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,319832,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,HOUSTON,TX,72698,TX - San Antonio,17,30306.62,7080.49,5498.01
374,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,444398,SACRED HEART HOSPITAL,814 LAPORTE AVE,FAYETTEVILLE,SC,39604,SC - Charleston,45,27430.76,6048.38,4316.21
